param_value,budget,f1,f2,fitness,n_selected,feasible
0.3,783.2520000000001,0.9738789237665977,0.13371175560350934,-0.5171897379397264,22,True
0.4,1044.336,0.9761210762329648,0.14354767048147585,-0.5124290070357003,20,True
0.5,1305.42,0.9556053811657049,0.12971687273056576,-0.5106515246410752,21,True
0.6,1566.5040000000001,0.9689461883405899,0.13442800018379739,-0.5126943809397599,22,True
0.7,1827.588,0.9693946188338632,0.13608647025473178,-0.5165691596713531,24,True
0.8,2088.672,0.9766816143495567,0.14683779932889535,-0.5182139924617207,22,True
