iteration,best_fitness,curr_fitness,temperature,f1_coverage,f2_cost,n_selected,feasible,n_reheats
43160,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,82
43326,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,82
43492,-0.5182947217252403,-0.5179460549608219,0.00016122131818527912,0.9804932735423809,0.13978642888873322,24,True,83
43658,-0.5182947217252403,-0.5179460549608219,0.0001,0.9804932735423809,0.13978642888873322,24,True,83
43824,-0.5182947217252403,-0.517998903750439,0.0001,0.9804932735423809,0.13978642888873322,24,True,83
43990,-0.5182947217252403,-0.517998903750439,0.00016284570408351215,0.9804932735423809,0.13978642888873322,24,True,84
44156,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,84
44322,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,84
44488,-0.5182947217252403,-0.517998903750439,0.00016448645648696968,0.9804932735423809,0.13978642888873322,24,True,85
44654,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,85
44820,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,85
44986,-0.5182947217252403,-0.5182947217252403,0.00016614374029642653,0.9804932735423809,0.13978642888873322,24,True,86
45152,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,86
45318,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,86
45484,-0.5182947217252403,-0.5181010074580931,0.00016781772207411584,0.9804932735423809,0.13978642888873322,24,True,87
45650,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,87
45816,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,87
45982,-0.5182947217252403,-0.5182947217252403,0.000169508570060469,0.9804932735423809,0.13978642888873322,24,True,88
46148,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,88
46314,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,88
46480,-0.5182947217252403,-0.517998903750439,0.00017121645419102447,0.9804932735423809,0.13978642888873322,24,True,89
46646,-0.5182947217252403,-0.517998903750439,0.0001,0.9804932735423809,0.13978642888873322,24,True,89
46812,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,89
46978,-0.5182947217252403,-0.5182947217252403,0.0001729415461135067,0.9804932735423809,0.13978642888873322,24,True,90
47144,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,90
47310,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,90
47476,-0.5182947217252403,-0.5182947217252403,0.00017468401920507734,0.9804932735423809,0.13978642888873322,24,True,91
47642,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,91
47808,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,91
47974,-0.5182947217252403,-0.5181010074580931,0.00017644404858976022,0.9804932735423809,0.13978642888873322,24,True,92
48140,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,92
48306,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,92
48472,-0.5182947217252403,-0.5182947217252403,0.00017822181115604175,0.9804932735423809,0.13978642888873322,24,True,93
48638,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,93
48804,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,93
48970,-0.5182947217252403,-0.5182947217252403,0.00018001748557464888,0.9804932735423809,0.13978642888873322,24,True,94
49136,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,94
49302,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,94
49468,-0.5182947217252403,-0.5181010074580931,0.00018183125231650604,0.9804932735423809,0.13978642888873322,24,True,95
49634,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,95
49800,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,95
49966,-0.5182947217252403,-0.5182947217252403,0.00018366329367087303,0.9804932735423809,0.13978642888873322,24,True,96
