iteration,best_fitness,curr_fitness,temperature,f1_coverage,f2_cost,n_selected,feasible,n_reheats
6142,-0.5139201768908408,-0.5139201768908408,0.0001,0.9772421524661485,0.14284291645595176,23,True,10
6308,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,10
6474,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,10
6640,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,10
6806,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,10
6972,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,11
7138,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,11
7304,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,11
7470,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,12
7636,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,12
7802,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,12
7968,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,13
8134,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,13
8300,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,13
8466,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,14
8632,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,14
8798,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,14
8964,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,15
9130,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,15
9296,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,15
9462,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,16
9628,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,16
9794,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,16
9960,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,17
10126,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,17
10292,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,17
10458,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,18
10624,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,18
10790,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,18
10956,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,19
11122,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,19
11288,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,19
11454,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,20
11620,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,20
11786,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,20
11952,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,21
12118,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,21
12284,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,21
12450,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,22
12616,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,22
12782,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,22
12948,-0.5166851232260727,-0.5160120336201905,0.0001,0.9754484304930547,0.1378062232844074,23,True,23
13114,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,23
13280,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,23
13446,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,24
13612,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,24
13778,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,24
13944,-0.5166851232260727,-0.5166851232260727,0.00010064496607956846,0.9754484304930547,0.1378062232844074,23,True,25
14110,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,25
14276,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,25
14442,-0.5166851232260727,-0.5166851232260727,0.00010165901475171684,0.9754484304930547,0.1378062232844074,23,True,26
14608,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,26
14774,-0.5166851232260727,-0.5164153038077625,0.0001,0.9754484304930547,0.1378062232844074,23,True,26
14940,-0.5166851232260727,-0.5166851232260727,0.00010268328047444947,0.9754484304930547,0.1378062232844074,23,True,27
15106,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,27
15272,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,27
15438,-0.5166851232260727,-0.5166851232260727,0.00010371786618969165,0.9754484304930547,0.1378062232844074,23,True,28
15604,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,28
15770,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,28
15936,-0.5166851232260727,-0.5166851232260727,0.00010476287587656034,0.9754484304930547,0.1378062232844074,23,True,29
16102,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,29
16268,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,29
16434,-0.5166851232260727,-0.516533023288379,0.00010581841456181444,0.9754484304930547,0.1378062232844074,23,True,30
16600,-0.5166851232260727,-0.516533023288379,0.0001,0.9754484304930547,0.1378062232844074,23,True,30
16766,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,30
16932,-0.5166851232260727,-0.5166851232260727,0.00010688458833041028,0.9754484304930547,0.1378062232844074,23,True,31
17098,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,31
17264,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,31
17430,-0.5166851232260727,-0.5166851232260727,0.00010796150433616352,0.9754484304930547,0.1378062232844074,23,True,32
17596,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,32
17762,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,32
17928,-0.5166851232260727,-0.5166851232260727,0.00010904927081251839,0.9754484304930547,0.1378062232844074,23,True,33
18094,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,33
18260,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,33
18426,-0.5166851232260727,-0.5166851232260727,0.00011014799708342555,0.9754484304930547,0.1378062232844074,23,True,34
18592,-0.5166851232260727,-0.5166851232260727,0.0001,0.9754484304930547,0.1378062232844074,23,True,34
18758,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,34
18924,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,34
19090,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,34
19256,-0.5173216546135391,-0.5173216546135391,0.0001242289076610644,0.9804932735423809,0.1411001823167482,24,True,35
19422,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,35
19588,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,35
19754,-0.5173216546135391,-0.5173216546135391,0.00012548057641076176,0.9804932735423809,0.1411001823167482,24,True,36
19920,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,36
20086,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,36
20252,-0.5173216546135391,-0.5173216546135391,0.00012674485635288176,0.9804932735423809,0.1411001823167482,24,True,37
20418,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,37
20584,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,37
20750,-0.5173216546135391,-0.5173216546135391,0.0001280218745515333,0.9804932735423809,0.1411001823167482,24,True,38
20916,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,38
21082,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,38
21248,-0.5173216546135391,-0.5171062229814346,0.00012931175935106012,0.9804932735423809,0.1411001823167482,24,True,39
21414,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,39
21580,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,39
21746,-0.5173216546135391,-0.5169780240758955,0.0001306146403889398,0.9804932735423809,0.1411001823167482,24,True,40
21912,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,40
22078,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,40
22244,-0.5173216546135391,-0.5169780240758955,0.0001319306486088127,0.9804932735423809,0.1411001823167482,24,True,41
22410,-0.5173216546135391,-0.5169780240758955,0.0001,0.9804932735423809,0.1411001823167482,24,True,41
22576,-0.5173216546135391,-0.5169780240758955,0.0001,0.9804932735423809,0.1411001823167482,24,True,41
22742,-0.5173216546135391,-0.5173216546135391,0.00013325991627364227,0.9804932735423809,0.1411001823167482,24,True,42
22908,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,42
23074,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,42
23240,-0.5173216546135391,-0.5173216546135391,0.00013460257697900786,0.9804932735423809,0.1411001823167482,24,True,43
23406,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,43
23572,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,43
23738,-0.5173216546135391,-0.5171062229814346,0.00013595876566653152,0.9804932735423809,0.1411001823167482,24,True,44
23904,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,44
24070,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,44
24236,-0.5173216546135391,-0.5173216546135391,0.00013732861863743998,0.9804932735423809,0.1411001823167482,24,True,45
24402,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,45
24568,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,45
24734,-0.5173216546135391,-0.5173216546135391,0.00013871227356626348,0.9804932735423809,0.1411001823167482,24,True,46
24900,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,46
25066,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,46
25232,-0.5173216546135391,-0.5173216546135391,0.00014010986951467234,0.9804932735423809,0.1411001823167482,24,True,47
25398,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,47
25564,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,47
25730,-0.5173216546135391,-0.5173216546135391,0.00014152154694545326,0.9804932735423809,0.1411001823167482,24,True,48
25896,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,48
26062,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,48
26228,-0.5173216546135391,-0.5173216546135391,0.0001429474477366261,0.9804932735423809,0.1411001823167482,24,True,49
26394,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,49
26560,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,49
26726,-0.5173216546135391,-0.5171062229814346,0.00014438771519570325,0.9804932735423809,0.1411001823167482,24,True,50
26892,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,50
27058,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,50
27224,-0.5173216546135391,-0.5173216546135391,0.00014584249407409233,0.9804932735423809,0.1411001823167482,24,True,51
27390,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,51
27556,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,51
27722,-0.5173216546135391,-0.5173216546135391,0.00014731193058164423,0.9804932735423809,0.1411001823167482,24,True,52
27888,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,52
28054,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,52
28220,-0.5173216546135391,-0.5173216546135391,0.00014879617240134768,0.9804932735423809,0.1411001823167482,24,True,53
28386,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,53
28552,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,53
28718,-0.5173216546135391,-0.5173216546135391,0.0001502953687041718,0.9804932735423809,0.1411001823167482,24,True,54
28884,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,54
29050,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,54
29216,-0.5173216546135391,-0.5173216546135391,0.00015180967016405826,0.9804932735423809,0.1411001823167482,24,True,55
29382,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,55
29548,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,55
29714,-0.5173216546135391,-0.5171062229814346,0.00015333922897306458,0.9804932735423809,0.1411001823167482,24,True,56
29880,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,56
30046,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,56
30212,-0.5173216546135391,-0.5173216546135391,0.00015488419885665975,0.9804932735423809,0.1411001823167482,24,True,57
30378,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,57
30544,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,57
30710,-0.5173216546135391,-0.5173216546135391,0.00015644473508917426,0.9804932735423809,0.1411001823167482,24,True,58
30876,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,58
31042,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,58
31208,-0.5173216546135391,-0.5169780240758955,0.00015802099450940558,0.9804932735423809,0.1411001823167482,24,True,59
31374,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,59
31540,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,59
31706,-0.5173216546135391,-0.5173216546135391,0.00015961313553638096,0.9804932735423809,0.1411001823167482,24,True,60
31872,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,60
32038,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,60
32204,-0.5173216546135391,-0.5173216546135391,0.00016122131818527912,0.9804932735423809,0.1411001823167482,24,True,61
32370,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,61
32536,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,61
32702,-0.5173216546135391,-0.5173216546135391,0.00016284570408351215,0.9804932735423809,0.1411001823167482,24,True,62
32868,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,62
33034,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,62
33200,-0.5173216546135391,-0.5173216546135391,0.00016448645648696968,0.9804932735423809,0.1411001823167482,24,True,63
33366,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,63
33532,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,63
33698,-0.5173216546135391,-0.5173216546135391,0.00016614374029642653,0.9804932735423809,0.1411001823167482,24,True,64
33864,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,64
34030,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,64
34196,-0.5173216546135391,-0.5173216546135391,0.00016781772207411584,0.9804932735423809,0.1411001823167482,24,True,65
34362,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,65
34528,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,65
34694,-0.5173216546135391,-0.5173216546135391,0.000169508570060469,0.9804932735423809,0.1411001823167482,24,True,66
34860,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,66
35026,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,66
35192,-0.5173216546135391,-0.5173216546135391,0.00017121645419102447,0.9804932735423809,0.1411001823167482,24,True,67
35358,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,67
35524,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,67
35690,-0.5173216546135391,-0.5173216546135391,0.0001729415461135067,0.9804932735423809,0.1411001823167482,24,True,68
35856,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,68
36022,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,68
36188,-0.5173216546135391,-0.5173216546135391,0.00017468401920507734,0.9804932735423809,0.1411001823167482,24,True,69
36354,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,69
36520,-0.5173216546135391,-0.5171062229814346,0.0001,0.9804932735423809,0.1411001823167482,24,True,69
36686,-0.5173216546135391,-0.5171062229814346,0.00017644404858976022,0.9804932735423809,0.1411001823167482,24,True,70
36852,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,70
37018,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,70
37184,-0.5173216546135391,-0.5173216546135391,0.00017822181115604175,0.9804932735423809,0.1411001823167482,24,True,71
37350,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,71
37516,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,71
37682,-0.5173216546135391,-0.5173216546135391,0.00018001748557464888,0.9804932735423809,0.1411001823167482,24,True,72
37848,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,72
38014,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,72
38180,-0.5173216546135391,-0.5173216546135391,0.00018183125231650604,0.9804932735423809,0.1411001823167482,24,True,73
38346,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,73
38512,-0.5173216546135391,-0.5173216546135391,0.0001,0.9804932735423809,0.1411001823167482,24,True,73
38678,-0.5173216546135391,-0.5169780240758955,0.00018366329367087303,0.9804932735423809,0.1411001823167482,24,True,74
38844,-0.5173216546135391,-0.5169780240758955,0.0001,0.9804932735423809,0.1411001823167482,24,True,74
39010,-0.5173216546135391,-0.5169780240758955,0.0001,0.9804932735423809,0.1411001823167482,24,True,74
39176,-0.5173216546135391,-0.5173216546135391,0.0001855137937636656,0.9804932735423809,0.1411001823167482,24,True,75
39342,-0.5173216546135391,-0.5171954586528196,0.0001,0.9804932735423809,0.1411001823167482,24,True,75
39508,-0.5173216546135391,-0.5171954586528196,0.0001,0.9804932735423809,0.1411001823167482,24,True,75
39674,-0.5173216546135391,-0.5171954586528196,0.0001873829385759608,0.9804932735423809,0.1411001823167482,24,True,76
39840,-0.5173216546135391,-0.5171954586528196,0.0001,0.9804932735423809,0.1411001823167482,24,True,76
40006,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,76
40172,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,76
40338,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,76
40504,-0.5182947217252403,-0.5181010074580931,0.00015180967016405826,0.9804932735423809,0.13978642888873322,24,True,77
40670,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,77
40836,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,77
41002,-0.5182947217252403,-0.5182947217252403,0.00015333922897306458,0.9804932735423809,0.13978642888873322,24,True,78
41168,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,78
41334,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,78
41500,-0.5182947217252403,-0.5182947217252403,0.00015488419885665975,0.9804932735423809,0.13978642888873322,24,True,79
41666,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,79
41832,-0.5182947217252403,-0.5182947217252403,0.0001,0.9804932735423809,0.13978642888873322,24,True,79
41998,-0.5182947217252403,-0.5179460549608219,0.00015644473508917426,0.9804932735423809,0.13978642888873322,24,True,80
42164,-0.5182947217252403,-0.517998903750439,0.0001,0.9804932735423809,0.13978642888873322,24,True,80
42330,-0.5182947217252403,-0.517998903750439,0.0001,0.9804932735423809,0.13978642888873322,24,True,80
42496,-0.5182947217252403,-0.5179460549608219,0.00015802099450940558,0.9804932735423809,0.13978642888873322,24,True,81
42662,-0.5182947217252403,-0.5179460549608219,0.0001,0.9804932735423809,0.13978642888873322,24,True,81
42828,-0.5182947217252403,-0.5181010074580931,0.0001,0.9804932735423809,0.13978642888873322,24,True,81
42994,-0.5182947217252403,-0.5181010074580931,0.00015961313553638096,0.9804932735423809,0.13978642888873322,24,True,82
